# MoMo RefID glossary v2026-05-18 (2827 unique refids)
# Source: materials/MoMo RefID update 18 May 26.xlsx (team Product, updated mỗi đợt release)
# Format: name<TAB>refid, sorted ASC by refid
# Lookup patterns (see Rule 1.8 in guardrail):
#   Validate exists:  awk -F"	" -v r="<refid>" '$2==r{ok=1;exit} END{exit !ok}' refid-glossary.tsv
#   Get name:         awk -F"	" -v r="<refid>" '$2==r{print $1}' refid-glossary.tsv
#   Search by name:   grep -i "<keyword>" refid-glossary.tsv
name	refid
Xác thực tài khoản	ekyc_info_with_vneid_result
Xác thực tài khoản	ekyc_module
EKYC Module Platform	ekyc_module_platform
Xác thực tài khoản	ekyc_module_relative
Xác thực sinh trắc học qua NFC	ekyc_nfc
Hỗ trợ sinh trắc học	ekyc_nfc_by_friend
Xác thực tài khoản	ekyc_nfc_by_friend_result
Xác thực thông tin với VNeID	ekyc_nfc_by_vneid
Xác thực tài khoản	ekyc_nfc_config
Xác thực tài khoản	ekyc_nfc_existing
Xác thực tài khoản	ekyc_nfc_existing_home
Xác thực tài khoản	ekyc_nfc_face_matching
Xác thực tài khoản	ekyc_nfc_front_home
Xác thực tài khoản	ekyc_nfc_manually
Xác thực tài khoản	ekyc_nfc_mrz_home
Xác thực tài khoản	ekyc_nfc_ocr_front
Xác thực sinh trắc học	ekyc_nfc_overall
Xác thực tài khoản	ekyc_nfc_scan_mrz
ekyc_ocr_camera	ekyc_ocr_camera
Xác thực tài khoản	ekyc_ocr_module
Xác thực tài khoản	ekyc_ocr_nfc
EKYC QD2345 CONFIG	ekyc_qd2345_config
Quét mã QR CCCD	ekyc_scan_qrcode
Xác thực tài khoản	ekyc_survey_screen
EKYC Thông tư 23	ekyc_tt23_102_202
EKYC UPDATE - [NOTIFICATION]	ekyc_update
EKYC UPDATE OCR - [NOTIFICATION]	ekyc_update_ocr
Thanh toán tự động eParking	eparking_auto_payment
Liên kết thanh toán tự động	epass_auto_payment
ePass Cross Sales	epass_cross_sales
Mã thẻ Gmobile	epay_beeline
Mã thẻ MobiFone	epay_mobifone
Mã thẻ Vietnamobile	epay_vietnamobile
Mã thẻ Viettel	epay_viettel
Mã thẻ Vinaphone	epay_vinafone
Chi tiết sổ	esaving_account_detail
Gửi tiền trúng tiền	esaving_campaign_november
TKO configuration	esaving_configuration
Gửi tiết kiệm Online	esaving_deposit
Tiết Kiệm Online	esaving_home
ESaving Payment Result	esaving_payment_result
Săn Quà EURO	euro24
The EverRich Infinity	everrich_infinity_apartment
Mỗi ngày một nghìn	everyday_1k
Thanh toán điện	evn
CTĐL Gia Lai	evn_binhdinh
Đăng kí nhận thông tin từ đối tác	evn_business_page
CTĐL Đắk Lắk	evn_daklak
CTĐL Lâm Đồng	evn_daknong
CTĐL Đà Nẵng	evn_danang
CTĐL Gia Lai	evn_gialai
Điện nước lắp máy Hải Phòng (DNC)	evn_haiphongdnc
Điện lực Hà Nội	evn_hanoi
Điện lực Hồ Chí Minh	evn_hcm
CTĐL Huế	evn_hue
CTCP ĐL Khánh Hòa	evn_khanhhoa
CTĐL Quảng Ngãi	evn_kontum
Điện lực miền Bắc	evn_npc
CTĐL Đắk Lắk	evn_phuyen
CTĐL Quảng Trị	evn_quangbinh
CTĐL Đà Nẵng	evn_quangnam
CTĐL Quảng Ngãi	evn_quangngai
CTĐL Quảng Trị	evn_quangtri
Công Ty CP Đầu Tư và Dịch Vụ Điện Lực	evn_thuho_MOMOYRXA20211229
CTĐL An Giang	evnspc_angiang
CTĐL Cà Mau	evnspc_baclieu
CTĐL Vĩnh Long	evnspc_bentre
Điện lực Hồ Chí Minh	evnspc_binhduong
CTĐL Đồng Nai	evnspc_binhphuoc
CTĐL Lâm Đồng	evnspc_binhthuan
Đăng kí liên kết chính chủ	evnspc_business_page
CTĐL Cà Mau	evnspc_camau
CTĐL TP Cần Thơ	evnspc_cantho
CTĐL Đồng Nai	evnspc_dongnai
CTĐL Đồng Tháp	evnspc_dongthap
CTĐL TP Cần Thơ	evnspc_haugiang
CTĐL An Giang	evnspc_kiengiang
CTĐL Lâm Đồng	evnspc_lamdong
CTĐL Tây Ninh	evnspc_longan
CTĐL Khánh Hòa	evnspc_ninhthuan
CTĐL TP Cần Thơ	evnspc_soctrang
CTĐL Tây Ninh	evnspc_tayninh
CTĐL Đồng Tháp	evnspc_tiengiang
CTĐL Vĩnh Long	evnspc_travinh
CTĐL Vĩnh Long	evnspc_vinhlong
Điện lực Hồ Chí Minh	evnspc_vungtau
Đặt phòng khách sạn	expedia
Chi tiết khách sạn	expedia_hotel_detail
Danh sách khách sạn	expedia_hotel_list
Quản lý chi tiêu	expense
Expense Cornerstone	expense_cornerstone
Chi tiết chi tiêu	expense_history_detail
Thống kê chuyển nhận	expense_p2p_report
Báo cáo hóa đơn	expense_report
Quản lý chi tiêu	expense_v2
Widget At Transaction History	expense_widget_at_transaction_history
Quản lý chi tiêu	expense_widget_home
Widget Quick Categorize	expense_widget_quick_categorize
Widget Report Transaction Detail	expense_widget_report_transaction_detail
Widget Report Transaction Result	expense_widget_report_transaction_result
Widget Select Category	expense_widget_select_categorize
Vé trải nghiệm	experience_booking
Trải nghiệm	experience_filter_list
Vé khu vui chơi	experience_site_detail
Tải dữ liệu giao dịch	export_transaction_history
Face Detect Inhouse Module	face_detect_inhouse_platform
MoMo Nhà Mình	family_hub
Chuyển tiền	fast_transfer_input
Dịch vụ yêu thích	favorite
Khách sạn yêu thích	favorite_collection
favorite sources	favorite_sources
test nè	featureCodeTest
FE Credit	fecredit
Bảng tin widget	feed_component_widget
Feed Profile Widget	feed_profile_widget
Newsfeed	feed_widget
Chia sẻ góp ý	feedback
Trung tâm Góp ý	feedback_hub
Trung tâm trợ giúp	feedback_module
Chia sẻ góp ý	feedback_native
NonToken Feedback	feedback_nontoken
Sim phong thuỷ	fengshuicenter
Finhub Sc25	fin_sc25
VietCredit	finance_cfc
Thanh toán Vay Nhanh	finance_collection_amber
Cashwagon	finance_collection_cashwagon
Cathay United Bank	finance_collection_cathaybank
Collectius	finance_collection_collectius
F88	finance_collection_f88
FWD Việt Nam	finance_collection_fwd
Galaxy DT	finance_collection_galaxy
Bảo hiểm Hanwha Life	finance_collection_hanwha
JACCS	finance_collection_jaccs
LOTTE Finance	finance_collection_lotte
Bảo hiểm Nhân thọ MAP Life	finance_collection_maplife
Mcredit	finance_collection_mcredit
MoneyCat	finance_collection_moneycat
Movi	finance_collection_movi
OCB	finance_collection_ocb
Bảo hiểm Nhân thọ Phú Hưng	finance_collection_phuhung
AEON Finance	finance_collection_ptf
SHBFinance	finance_collection_shb
VayXanh	finance_collection_takomo
TPBank	finance_collection_tpbdico
TPBank – TPFICO	finance_collection_tpfico
VayVND	finance_collection_vayvnd
VietMoney	finance_collection_vietmoney
Welcome DTC	finance_collection_welcome
Welcome Vina DTC	finance_collection_welcomevina
Finance Configuration	finance_configuration
Finance Cornerstone	finance_cornerstone
Easy Credit	finance_easycredit
Finance Fssuite Configuration	finance_fssuite
Insurance WIdget Config	finance_insurance_widget_config
Vay Nhanh	finance_lending_amber
Vay Nhanh	finance_lending_amber_config
Vay Nhanh	finance_lending_amber_disburse
Vay Nhanh	finance_lending_amber_loan_package
Vay Nhanh Nhà Bán Hàng	finance_lending_fmob
Vay Nhanh Nhà Bán Hàng Config	finance_lending_fmob_config
Vay Nhanh - Chủ Hộ Kinh Doanh	finance_lending_merchant
Cấu hình biên lai thanh toán	finance_receipt_payment
Trung Tâm Tài Chính	financial_hub
Thống kê chi tiêu	finhub_transhis
Tiện ích FinHub	finhub_utilities_service
Finhub OS Widget Config	finhub_widget
Thanh toán ECO	finviet_ecopay_qr
Thanh toán ECO	finviet_ecopay_qr_new
Thanh toán ECO	finviet_ecopay_static_qr
Thanh toán ECO	finviet_ecopay_static_qr_new
Vượt ngàn chi tiêu	fly_02
Em Xinh Say Hi	fly_03
Vay nhanh Chủ Shop Online	fmob_finance_config
F&B	fnb_cornerstone
Tài chính - Bảo hiểm	folder_bao_hiem
Bảo hiểm PVI	folder_bao_hiem_pvi
Bảo hiểm Bảo Việt	folder_bao_viet
Bảo hiểm Bảo Long	folder_baolong
Thanh toán hóa đơn	folder_billpay
Hóa đơn & Liên kết	folder_billpay_servicelink_2026
Dịch vụ y tế	folder_booking_package
Chung cư	folder_chung_cu
Chung cư AppInApp	folder_chung_cu_aia
Dịch vụ công	folder_dich_vu_cong
Điện thoại cố định	folder_dien_thoai
Dịch vụ hành chính công	folder_dv_cong
Giải trí	folder_entertainment
Du lịch & Giải trí	folder_entertainment_travel_2026
Du lịch & Giải trí	folder_entertainment_travel_2026_shortlist
Vệ sinh môi trường	folder_environment
Thương mại điện tử	folder_evoucher
Tài chính - Bảo hiểm	folder_fi
Tài chính & Bảo hiểm	folder_fi_2026
Tài chính & Bảo hiểm	folder_fi_2026_shortlist
Ăn uống	folder_fnb
Trò chơi	folder_game
Thanh toán hóa đơn	folder_hoa_don
Hóa đơn khác	folder_hoa_don_khac
Thanh toán học phí	folder_hoc_phi
Hướng về Miền Trung	folder_huong_ve_mien_trung
Thanh toán phí bảo hiểm	folder_insurance
Thanh toán internet	folder_internet
Bảo hiểm Liberty	folder_liberty
Mua mã thẻ di động	folder_ma_the_di_dong
MaMa Tài Chính	folder_manage_bill
Dịch vụ đối tác	folder_mini_app
Giao món tận nơi trên MoMo	folder_miniapp_delivery
Chuyển nhận tiền	folder_money_transfer
Chuyển nhận tiền	folder_money_transfer_2026
Mua mã thẻ data 3G	folder_mua_ma_the_data_3g
Nạp tiền điện thoại	folder_nap_tien_dien_thoai
Thanh toán nước	folder_nuoc
Nước miền Bắc	folder_nuoc_mien_bac
Nước miền Nam	folder_nuoc_mien_nam
Nước miền Trung	folder_nuoc_mien_trung
Đặt món trực tuyến	folder_order_online
Thanh toán thẻ tín dụng	folder_payment_credit
Thanh toán thẻ tín dụng Config	folder_payment_credit_config
Thanh toán khoản vay	folder_payment_loan
Thanh toán khoản vay Config	folder_payment_loan_config
Thanh Toán Tại Quầy	folder_payment_offline
Dịch vụ phổ biến	folder_popular
Nhận tiền Quốc tế	folder_remittances
Sống tốt cùng MoMo	folder_service_community
Dịch vụ khác	folder_service_other
Dịch vụ của tôi	folder_services
Thanh toán liên kết	folder_services_linking
Quản lý tài khoản	folder_setting
Điện Thoại & SIM	folder_telco_sim_2026
Thanh toán dịch vụ	folder_thanh_toan_dich_vu
Dịch vụ Y tế	folder_thanh_toan_vien_phi
Tiện ích viễn thông	folder_topup_card
Di động trả sau	folder_tra_sau
Trả trước	folder_tra_truoc
Giao thông vận tải	folder_transport
Giao thông & Sức khoẻ	folder_transport_health_2026
Giao thông & Sức khoẻ	folder_transport_health_2026_shortlist
Du lịch	folder_travel
Thanh toán truyền hình	folder_truyen_hinh
Chung tay cùng Tuổi Trẻ	folder_tuoi_tre
Tiện ích & Cộng đồng	folder_utilities_community_2026
Thanh toán khoản vay	folder_vay_tieu_dung
Bảo hiểm VietinBank	folder_vbi
Thanh toán vé máy bay	folder_ve_may_bay
Quên PIN	forget_complex_pin_native
Đăng ký lắp đặt FPT	fpt_internet_install
FPT Play	fpt_play
Siêu Hội Hoàn Tiền	fs_megalive_waiting_room
FS Mini App Config	fs_mini_app_config
Chia sẻ	fs_quick_activation
Mời bạn - Nhận thưởng	fs_referral
FS Referral Config	fs_referral_config
Mời bạn - Nhận thưởng	fs_referral_detail_service
Mời bạn - Nhận thưởng	fs_referral_history
Mời bạn - Nhận thưởng	fs_referral_list_service
Mời bạn - Nhận thưởng	fs_referral_network_config
Tìm bạn tích tem - săn tiền mặt khủng	fs_tem_0523
Tích luỹ tự động - Săn quà cực HOT	fs_tem_0922_2
Chi tiết hoạt động quỹ	fund_activity_detail
Chi tiết hoạt động	fund_activity_post_detail
Đặc quyền	fund_benefits
Quỹ trả thưởng	fund_cashback
Tạo quỹ	fund_creation
Chi tiết quỹ	fund_detail
Quỹ	fund_home
Lời mời tham gia quỹ	fund_invitation_messages
Nhiệm vụ quỹ nhóm	fund_mission
Thanh toán nguồn tiền Quỹ nhóm	fund_payment_services
Quản lý tài khoản/thẻ	funds_manager
Widget Quản lý tài khoản	funds_manager_widget
Chung cư Galaxy 9	galaxy9_apartment
Cổng Săn Thưởng	game_center
Huyền Thoại Tiên Phong	game_m15_main
Bản Đồ Kỳ Thú	game_one
Vietnam GameVerse	gameverse_ticket
GameZone	gamezone
Trung tâm trò chơi	gami_hub
Gamification	gamification
Chung cư Garden Plaza 1 & 2	garden_plaza1&2_apartment
Tạo QR AI Chia 1 Tỷ	gen_ai_qr_early_register
General configuration of travel	general_config_travel
Tạo AI QRCode	generate_ai_qrcode
Nước Gia Định	giadinhwater
Nước Gia Lai	gialai_water
Nước Gia Tân (GIWACO)	giatan_water
Gift - MobiFone 3G/4G	gift_buycard_data_mobifone
Gift - Viettel 3G/4G	gift_buycard_data_viettel
Gift - Vinaphone 3G/4G	gift_buycard_data_vinaphone
GiftDetail	gift_detail
Chọn quà khuyến mãi	gift_selection
GiveContact	give_contact
Sự Kiện Giật Lì Xì 50 Triệu	glx_01
Giật Lì Xì Test	glx_02
Nạp điện thoại gọn, chia trọn nửa tỷ	glx_03
Tích huy hiệu	glx_04
Giật Lì Xì - Lắc Xì 25	glx_05
Giật Lì Xì	glx_06
Giật Lì Xì Trúng Đậm	glx_07
Giật Lì Xì Là Ngon Luôn	glx_08
Giật Lì Xì - Gửi Thiệp Liền Đi	glx_09
glx_10	glx_10
Giật lì xì ITC 2026	glx_11
glx_fpt_01	glx_fpt_01
Giật Lì Xì Quanh Năm	glx_fpt_02
Giật Lì Xì Là Ngon Luôn	glx_fpt_03
Tết PTSP 2025	glx_ptsp_mensday
Điều kiện Điều khoản	gmc_allowsms
Sống tốt cùng Katinat	gmc_dbpc_katinat
MoMo đi cùng Hà Nội	gmc_dicunghanoi
Bữa cơm cho em 2023	gmc_donation_bcce
Bữa cơm yêu thương 2022	gmc_donation_bcyt22
Cải thiện đời sống Tân Xuân, Sơn La	gmc_donation_ctds
Điểm trường vượt lũ	gmc_donation_dtvl
Vì một Việt Nam xanh	gmc_donation_grv
Học bổng cho em 2023	gmc_donation_hbce23
Quỹ Nâng Bước Tuổi Thơ	gmc_donation_nbtt
Như chưa hề có cuộc chia ly	gmc_donation_nchcl2
Hội Bảo trợ NTT & Trẻ mồ côi	gmc_donation_nttmc
DNXH Vietnam Children’s Fund (VCF SE)	gmc_donation_ntvnn
Một bữa sáng vì động vật hoang dã	gmc_donation_obs
Cùng SVW bảo vệ động vật hoang dã	gmc_donation_svwm
Chiến dịch 60 ngày gây quỹ 20.000 cây	gmc_donation_tbk
Thiện Chí – Quỹ phát triển cộng đồng	gmc_donation_tccd
Quỹ Thú Cưng Sài Gòn	gmc_donation_thucung
Quỹ Từ Thiện Trăng Khuyết	gmc_donation_tk
Con người và Thiên nhiên	gmc_donation_txtd1
Tiếp Sức Quyết Thắng Đại Dịch	gmc_donation_ubmttq
Vững Bước Đại Ngàn	gmc_donation_vbdn
Vu Lan 2022	gmc_donation_vl2022
Cả nước chung tay vì người nghèo	gmc_donation_vnn
Cứu trợ đồng bào - Việt Nam Yêu Thương	gmc_donation_vnyt
Tiêu diệt virus - Việt Nam Yêu Thương	gmc_donation_vnyt_vr
Việt Nam Yêu Thương	gmc_donation_vnytall
Tiếp sức tuyến đầu - Việt Nam Yêu Thương	gmc_donation_vnyttd
Vòng Tròn Xanh	gmc_donation_vtx
Đầu tư Chứng Chỉ Quỹ cùng MoMo	gmc_fs_ccq
Trồng cây xanh đô thị	gmc_gvl_greenviet
Góp bữa cơm cho em	gmc_gvl_maisonchance
Vì trẻ sơ sinh Việt Nam	gmc_gvl_newborns
Phẫu thuật nụ cười	gmc_gvl_operationsmile
Rừng xanh lên	gmc_gvl_pannature
Lấn cát tạo sinh kế	gmc_gvl_redtreebank
Phòng tin học cho em	gmc_gvl_sucmanh2000
Thư viện ước mơ	gmc_gvl_thuvienuocmovn
Heo Đất Lookback 2023	gmc_lookback_heo23
MoMoxCoke	gmc_lpcoke_cr
MegaDay	gmc_megaday
LP MoMoCity BK	gmc_mmct_bk
LP MoMoCity ck	gmc_mmct_ck
LP MoMoCity GioVang	gmc_mmct_giovang
LP MoMoCity daunhom	gmc_mmct_group
LP MoMoCity 100tr	gmc_mmct_gt1
LP MoMoCity 1ty	gmc_mmct_gt2
Hướng dẫn Vong Quay May Mắn	gmc_mmct_guidelkw
LP MoMoCity Home	gmc_mmct_home
LP MoMoCity week	gmc_mmct_week
Tính năng mới trên MoMo	gmc_p2p_newft
Ví Nhân Ái - Khác	gmc_quyengop_khac
Operation Smile Vietnam	gmc_quyengop_om
Thiện Nhân & Friends	gmc_quyengop_tn
Chung tay cùng Tuổi Trẻ	gmc_quyengop_tuoitre
Siêu ứng dụng MoMo	gmc_superapp
Khách sạn theo giờ	go2joy
Thanh toán gói hạn mức 10tr + xu	goldenpocket_plus_coin_package
Mua gói Túi+	goldenpocket_plus_subcription
Mã thẻ Google Play	google_gift_card_epay
Mã thẻ Google Play	google_play_card
Thẻ đã mua	google_play_card_bought
Nạp tiền tài xế GoRide	goviet
Nạp tiền tài xế GoCar	goviet4w
Tiền hoàn Túi+	gp_cashin_cashback_plus
Đặt phòng Grabhotel	grab_hotel
Nạp tiền tài xế GrabBike	grabbike_eu
Nạp tiền tài xế GrabCar	grabcar_eu
Chung cư Grand Riverside	grand_riverside_apartment
Chung cư GreenView	green_view_apartment
Gửi thiệp nhanh	greeting_card_widget
Group Badge Widget	group_badge_widget
Group Fund Payment Result Widget	groupfund_payment_result_widget
Xem hướng dẫn	guide_booking_inspection
Anessa	guide_payment_service_anessa_lzd
Thanh toán App Store	guide_payment_service_apple
Thanh Toán Apple Music	guide_payment_service_applemusic
Đặt đồ ăn online	guide_payment_service_beamin
Be Group	guide_payment_service_begroup
Vé xem phim rạp CGV	guide_payment_service_cgv
Mua hộ Vé số Kiến Thiết	guide_payment_service_daithantai
D Program	guide_payment_service_dprogram
Durex	guide_payment_service_durex_lzd
Dịch Vụ Công Quốc Gia	guide_payment_service_dvcqg
Vé xem phim rạp Galaxy	guide_payment_service_galaxy
Xem phim online	guide_payment_service_galaxy_play
Thanh toán Google Play	guide_payment_service_google
Grab	guide_payment_service_grab
Thanh Toán iCloud	guide_payment_service_icloud
Thanh toán Lazada	guide_payment_service_lazada
Vé xem phim rạp Lotte Cinema	guide_payment_service_lotte_cinema
Mua hộ vé số Vietlott	guide_payment_service_luckybest
Mua hộ vé số Vietlott	guide_payment_service_luckybest_android
Mua hộ vé số Vietlott	guide_payment_service_luckybest_ios
Thanh Toán Netflix	guide_payment_service_netflix
Nivea Men	guide_payment_service_nivea_men
Romano	guide_payment_service_romano
Sendo	guide_payment_service_sendo
Sociolla	guide_payment_service_sociolla
Thanh Toán Spotify	guide_payment_service_spotify
Tsubaki	guide_payment_service_stubaki
Thanh toán Tiki	guide_payment_service_tiki
TikTok Shop	guide_payment_service_tiktok
GREEN SM	guide_payment_service_xanhsm
Hướng dẫn nhận tiền	guide_receive_temp_balance
Guideline P2P QRCode	guideline_p2p_qrcode
Nước sạch Hà Đông	hadong_water
Nước Hà Giang	hagiang_water
Nước Hải Dương	haiduong_water
Nước Hải Phòng	haiphong_water
Điện nước lắp máy Hải Phòng	haiphongdnc_water
Nước Sạch Số 2 Hải Phòng	haiphongv2_water
Nước sạch Hà Nam	hanam_water
Hande Image P2P	handle_image_p2p
Nước Hà Tĩnh	hatinh_water
Công Ty CP Cấp Nước & VSMT NT Hậu Giang	haugiang2_water
Nước sạch Hậu Giang	haugiang_water
Nước sạch Hà Nội (Hawacom)	hawacom_water
Hành chính công Đà Nẵng	hcc_danang
Hành chính công Đà Nẵng	hcc_thanhkhe
HD Saison	hdss_v2
Chi tiết sổ sức khoẻ	health_book_detail
Health Center Config	health_center_config
Dịch vụ Y tế	health_services
Dịch vụ y tế và làm đẹp	healthcenter
Help center non token	help_center_non_token
Trung tâm trợ giúp	helpcenter
Trợ giúp lỗi thanh toán tại quầy	helpcenter_QRcode
Momo Assistant Chat	helpcenter_assistant
Trợ giúp ngân hàng	helpcenter_bank
Help center chat	helpcenter_chat
Help Center Chat with CSKH	helpcenter_chat_with_agent
Bot Screen	helpcenter_chatbot
Danh sách câu hỏi theo topic, theo group	helpcenter_common_problems
Trợ giúp noti tới chi tiết ticket	helpcenter_detail_ticket
Help Center Form Screen	helpcenter_form
Lịch sử nhóm phản ánh	helpcenter_group_ticket
Trung tâm trợ giúp	helpcenter_problem_detail
Trung tâm trợ giúp	helpcenter_problem_detailV2
Danh sách câu hỏi theo bộ JSON mới Level 1	helpcenter_problemlevel1
Trung tâm trợ giúp	helpcenter_problemlevel1V2
Trợ giúp chương trình khuyến mãi	helpcenter_promotion
Trung tâm trợ giúp	helpcenter_search
An toàn bảo mật	helpcenter_security
Submit Ticket From Chat Bot Flow	helpcenter_submit_ticket
Submit Ticket From Chat Bot Flow	helpcenter_submit_ticket_native
Danh sách ticket của Helpcenter	helpcenter_ticket_list
Helpcenter for new transaction	helpcenter_transaction_new
Chuyển tiền nhầm Non Bank	helpcenter_wrong_money_non_bank
Chuyển tiền nhầm	helpcenter_wrong_money_transfer
Bay Cùng MoMo	heobay
HLC Cafe	highland_coffee
Chi tiet don hang	highland_coffee_orderinfo
HLC Cafe	highland_coffee_storedetail
Chung cư Him Lam Chợ Lớn	him_lam_cho_lon_apartment
Thẻ đã mua	historybuycard
Nước Hoà Bình	hoabinh_water
Cao thắng phí tuyển sinh - dịch vụ con	hoc_phi_cao_thang
MoMo Bon Bon	holydice
Mini Game MoMo Bon Bon	holyminigame
HomeBanner	home_banner
Home billpay config	home_billpay_config
Danh mục dịch vụ	home_category
Đổi hình nền	home_change_wallpaper
Tin nhắn	home_chat
MH Bộ sưu tập	home_collection
Thu phí không dừng ETC	home_etc_topup
Thu phí không dừng ETC	home_etc_topup_config
Liên kết thanh toán	home_linked_services
Tìm kiếm tỉnh thành	home_masthead_location
Bán hàng	home_p2m
Home P2M	home_p2m_widget
Chuyển tiền	home_p2p
Thử thách Dành cho bạn	home_p2p_mission_tab
Chuyển tiền Tab Chat	home_p2p_tab_chat
Búng tay bay nửa giá	home_promotion
Chia Tiền	home_split_bill
Trò chuyện	home_transfer_chat_widget
Home Credit	homecredit
Vay tiền siêu tốc Home Credit	homecredit_lending
Nước sạch Hồng Quang	hongquang_water
Mua vé Vietnam Airlines	hophilong
Mua hộ vé số kiến thiết	hopphong_lottery
Đặt phòng Agoda	hotel
Chi tiết khách sạn	hotel_detail
Quản lý đặt phòng Agoda	hotel_manager
Chọn phòng khách sạn	hotel_select_room
BambooHPL	hpl_bamboo
Quà của tôi	hub_voucher_detail
Cấp nước Huế	hue_water
Chung cư Hưng Vượng 2	hung_vuong2_apartment
Nước Hưng Yên	hungyen_water
Đổi Vé Săn Vàng	hunting_gold
Nước Sạch Dạ Trạch	huyphat_water
Miễn phí iCloud+ 3 tháng	icloud_services
Bạn là ai trên MoMo	identity_app
FPT Telecom	ifpt
Chung cư Independent	independent_apartment
Bảo hiểm Rơi vỡ màn hình điện thoại	ins_allianz_phone
Bảo hiểm Vật chất xe ô tô	ins_auto_asset
Bảo hiểm Vật chất xe ô tô config	ins_auto_asset_config
Bảo hiểm du lịch Việt Nam	ins_baoviet_domestic_travel
Bảo hiểm du lịch Quốc Tế	ins_baoviet_int_travel
Booking Insurance TranHis Widget	ins_bus_pa_pvi
Bảo hiểm AIA	ins_collection_aia
Bảo hiểm Phi nhân thọ Cathay	ins_collection_cathaynonlife
Bảo hiểm Nhân thọ Generali	ins_collection_generali
IZIon24	ins_collection_ideal_life
Bảo hiểm Liberty	ins_collection_liberty
Manulife	ins_collection_manulife
MBLife	ins_collection_mbal
Bảo hiểm Shinhan Life	ins_collection_svfc
Sync bill payment gateway	ins_collection_syncbill_widget
Bảo hiểm Du lịch toàn diện	ins_comprehensive_travel
Bảo hiểm Sức khỏe+	ins_critical_illness_chubb
Bảo hiểm Sức khỏe+	ins_critical_illness_config
Bảo hiểm An toàn Ví	ins_cyber_cathay
ins_cyber_wallet_freemium	ins_cyber_wallet_freemium
Tái tục Bảo hiểm An toàn Ví	ins_cyber_wallet_renewal
Bảo hiểm An toàn Ví	ins_cyber_wallet_standalone
Bảo hiểm An toàn Ví	ins_cyber_wallet_standalone_config
Bảo hiểm xe máy GIC	ins_gic_moto
Bảo hiểm sức khoẻ - Max sống khoẻ	ins_manulife_health
Bảo hiểm	ins_marketplace
Cộng đồng	ins_marketplace_community
Tổng quan	ins_marketplace_home
Hợp đồng	ins_marketplace_manage
Network Configuration	ins_marketplace_network_configuration
Sản phẩm	ins_marketplace_product
Bảo hiểm Y tế (BHYT)	ins_medical
Bảo hiểm Tai nạn cá nhân	ins_partners_accident
Bảo hiểm Tai nạn cá nhân config	ins_partners_accident_config
Bảo hiểm Trách nhiệm dân sự ô tô	ins_partners_car
Tái tục bảo hiểm TNDS Ô tô	ins_partners_car_renewal
Bảo hiểm hỗ trợ nằm viện	ins_partners_hospitalization
Bảo hiểm Xe máy bắt buộc	ins_partners_motorcycle
ins_partners_motorcycle_dgd	ins_partners_motorcycle_dgd
Tái tục Bảo hiểm xe máy bắt buộc	ins_partners_motorcycle_renewal
Ins Payment Result config	ins_payment_result_config
Tái tục hợp đồng bảo hiểm	ins_pvi_phone_screen_renewal
Bảo hiểm Tai nạn con người PVI	ins_pvi_tncn
Freemium Qoala	ins_qoala_freemium
Bảo hiểm Rơi vỡ màn hình điện thoại	ins_qoala_phone
Tái tục Bảo hiểm Vỡ màn hình	ins_qoala_phone_renewal
Bảo hiểm Vỡ màn hình	ins_qoala_phone_standalone
Trạm tiền thưởng	ins_referral
Khám phá	ins_referral_config
Bảo hiểm Xã hội (BHXH)	ins_social
Bảo hiểm Du lịch Liberty	ins_travel_care
Lắp đặt internet	install_internet
Chi tiết trả chậm	installment_detail_merchant_template
Chi tiết quà tặng	instant_voucher_detail
Bảo hiểm	insurance_bundle_be
Cross sale bảo hiểm oto	insurance_car_cross_sale_widget
Bảo hiểm Nhân thọ Cathay	insurance_collection_cathay
insurance_collection_config_01	insurance_collection_config_01
Bảo hiểm Nhân thọ Dai-ichi VN	insurance_dai_ichi_life
Bảo hiểm sức khỏe VBI Care	insurance_vbi_care
Bảo hiểm ung thư VBI Hope	insurance_vbi_hope
Finhay	investment_finhay
Tiệm Vàng Online	investment_gold
Tiệm Vàng Online config	investment_gold_config
Tiệm Vàng Online - Chi tiết sản phẩm	investment_gold_product_detail
investment_gold_trans_detail	investment_gold_trans_detail
Túi Thần Tài	investment_goldenpocket
Nhận tiền vào Túi Thần Tài	investment_goldenpocket_auto_cashout_p2p
Quản Lý Tích Luỹ Tự Động Túi Thần Tài	investment_goldenpocket_auto_invest_registered
Mã QR chuyển khoản	investment_goldenpocket_bank_transfer_qr
Mua Túi+	investment_goldenpocket_buy_plus
Túi Thần Tài Rút Tiền	investment_goldenpocket_cash_in
Túi Thần Tài Nạp Tiền	investment_goldenpocket_cash_out
Túi Thần Tài	investment_goldenpocket_cashback
Túi Thần Tài Configuration	investment_goldenpocket_configuration
Khám Phá Túi Thần Tài	investment_goldenpocket_discovery
Game Săn Vàng Túi Thần Tài	investment_goldenpocket_game_gold_hunting
Game Tiền Lời Tích Luỹ	investment_goldenpocket_game_interest
Vé Vàng Thần Tài	investment_goldenpocket_golden_ticket
Home Game Săn vàng Túi Thần Tài	investment_goldenpocket_home_game_gold_hunting
Túi thần tài network config	investment_goldenpocket_network_configuration
Túi thần tài	investment_goldenpocket_non_owner_plus
Thanh Toán & Chuyển Tiền Túi Thần Tài	investment_goldenpocket_payment_service
Túi Thần Tài	investment_goldenpocket_payout
