# MoMo RefID glossary v2026-05-18 (2827 unique refids)
# Source: materials/MoMo RefID update 18 May 26.xlsx (team Product, updated mỗi đợt release)
# Format: name<TAB>refid, sorted ASC by refid
# Lookup patterns (see Rule 1.8 in guardrail):
#   Validate exists:  awk -F"	" -v r="<refid>" '$2==r{ok=1;exit} END{exit !ok}' refid-glossary.tsv
#   Get name:         awk -F"	" -v r="<refid>" '$2==r{print $1}' refid-glossary.tsv
#   Search by name:   grep -i "<keyword>" refid-glossary.tsv
name	refid
Túi⁺	investment_goldenpocket_plus_home
Đăng ký nhanh	investment_goldenpocket_register_quick_navigation
Túi+	investment_goldenpocket_tier_onboarding
Túi Thần Tài Chi Tiết Giao Dịch	investment_goldenpocket_tranhis_detail
Lịch sử giao dịch Túi Thần Tài	investment_goldenpocket_transaction_history
Mã QR chuyển khoản	investment_goldenpocket_virtual_account
Túi Thần Tài WG	investment_goldenpocket_widget
	investment_look_back
Chi tiết quỹ	investment_mutual_fund_detail
Mutual Fund Network Config	investment_mutual_fund_network
Danh sách Chứng Chỉ Quỹ	investment_mutual_list_fund
Chứng Chỉ Quỹ	investment_mutualfund
Tạo tài khoản CCQ	investment_mutualfund_account
Chứng Chỉ Quỹ	investment_mutualfund_list_fund
Chi tiết lệnh mua	investment_mutualfund_order_detail_buy
Chứng Chỉ Quỹ	investment_mutualfund_order_detail_sell
Chứng chỉ quỹ	investment_mutualfund_partner_vcfm
Chứng Chỉ Quỹ	investment_mutualfund_reorder_checking
Network Configuration	investment_network_configuration
Phân bổ đầu tư	investment_platform_allocate
Phân bổ đầu tư	investment_platform_campaign_allocation
Sàn đầu tư	investment_platform_feed
Sàn Đầu Tư	investment_platform_home
Sàn đầu tư	investment_platform_overview
Sàn Đầu Tư Quiz	investment_platform_quiz
Sàn đầu tư	investment_platform_recommend
Sàn đầu tư	investment_platform_transactions
Bộ lọc Chứng chỉ quỹ	investment_transaction_funding_filter
Bộ lọc Tiết kiệm Online	investment_transaction_saving_filter
Khảo sát MoMo	iris_journey_config
MoMo khảo sát	iris_widget
MoMo khảo sát	iris_widget_new
Học phí JETPAY	jetpay_school_fee
Tham gia nhóm chat bằng link	join_group_with_link
MoMo Jump Tiger	jump_tiger_game
KEGA Config	kega_config
Nước Khánh Hòa	khanhhoa_water
BQL KhaServices	khaservice_apartment
Nước Kiên Giang	kiengiang_water
Nước Kim Liên	kimlien_water
Ví Nhân Ái	kind_wallet
Cứu trợ bão	kind_wallet_cuu_tro_1025
Kit	kit
Nước Kon Tum	kontum_water
Mua gói truyền hình số vệ tinh K+	kplus_register
Truyền hình K+	kplus_v2
Kyc	kyc
Kyc advantage	kyc_advantage
Chung cư La CaSa	la_casa_apartment
Label Receiver Risk Widget	label_receiver_risk_widget
Lắc Xì 2025 - Rồng Rắn Lên Mây	lacxi25
Nước Lai Châu	laichau_water
Nước Lâm Đồng	lamdong_water
Du lịch - Đi lại	landing_page_ota
Nước Lạng Sơn	langson_water
Nước Lào Cai	laocai_water
Thổ Địa MoMo - Share	ld_share
Lead Form	leadform
Thanh toán Vay Nhanh	lending_collection_mbv
Thanh toán Vay Nhanh	lending_collection_mcredit
Thanh toán Vay Nhanh	lending_collection_vietcredit
MoneyCat	lending_marketplace
Bảo hiểm ung thư	liberty
Bảo hiểm xe máy Liberty	liberty_moto
Bảo hiểm Liberty TravelCare	liberty_travel
Đối tác MoMo	link_qr_store
Dịch vụ liên kết	link_service
Dịch vụ liên kết	linked_services
Dịch vụ liên kết Film+	linked_services_film
Dịch vụ liên kết Vinasun	linked_services_vinasun
ListDealGift	list_deal_gift
Lite home config	lite_home
Lì xì ITC 2023	lixi_itc_2023
Chọn quà khuyến mãi 21	lktk_21
Tài chính siêu tốc	loan_offers
Loan Offers Common Config	loan_offers_config
Loan Offers API Configuration	loan_offers_configuration
Loan Offers Game Config	loan_offers_game_config
Biên lai khoản vay	loan_payment_receipt
Home	local_discovery
Đăng nhập và bảo mật	login_and_security
Nước Long An	longan_water
Nước Long Khánh	longkhanh_water
MoMo Nhìn Lại 2025	look_back
Mừng Sinh Nhật	look_back_birthday
Báo Cáo Tháng	look_back_month
Chia sẻ Nhìn lại năm 2025	look_back_share_bts
Trợ thủ AI - Moni	lookback_week
Mua hộ vé số	lottery_hopphong
Kết quả xổ số	lottery_results
Tích điểm - Hoàn tiền	loyalty
Lịch sử hoàn tiền	loyalty_cashback
Chi tiết hạng	loyalty_level
Nhật ký tích điểm	loyalty_point
Bí kíp tích điểm	loyalty_services
Ví Loyalty	loyalty_wallet
Trạm Kết Nối	loyaltycenter
Cornerstone	lsgd_cornerstone
10 TRIỆU MỜI BẠN MỚI	lucky_bao
Gửi Thiệp Nhanh	lucky_money_bottom_sheet
Chung cư Lucky Palace	lucky_palace_apartment
Nhận bao lì xì thành công	luckymoney_detail_receiver
Giật Lì xì	luckymoney_p2p
Tạo bao Lì xì	luckymoney_p2p_creation
Nhận lì xì qua link	luckymoney_receive
Lắc Xì 2025 - Nhìn Lại	lx2025_endgame
Đăng ký sớm Lắc Xì	lx25-dks
Hỗ trợ vùng bão lũ	m4b_bttevn_251010
Tủ sách Tri Thức	m4bdgmc_znews
Cứu trợ bão số 3	m4btopbranddon_16041
Duy Trì Số Dư Túi Thần Tài	maintain_balance_register
Phần mềm trên thiết bị	malware
	manage_accounts
Quản Lý CheckIn New Year Party	manage_checkin_m15
ePass	management_binding_auto_payment
Nước Mang Thít - Vĩnh Long	mangthit_water
map_bank_flow	map_bank_flow
Map bank result	map_bank_result
Kích Hoạt Tài Khoản Margin	margin_account_activation
Margin - Config	margin_config
Margin - Quản lý dư nợ	margin_debt_management
Margin - Thanh toán dư nợ	margin_debt_repayment
Margin - Gia hạn dư nợ	margin_loan_extension
Chợ Deal Brand	market_deal_brand
Chợ Deal	market_deal_brand_detail
Chợ Deal Collection Detail	market_deal_collection_detail
Chợ deals chi tiết	market_deal_detail
Ưu đãi dành cho bạn	market_deal_for_you
Chợ Deal List Collection	market_deal_list_collection
Chợ Deal	market_deal_map
Deal	market_deal_mega
Chợ Deal MoMo Day	market_deal_momo_day
Market Deal Onboarding	market_deal_onboarding
Chợ Deal Tìm kiếm	market_deal_search
Chợ deal	market_deal_sort_page
Ưu đãi gợi ý	market_deal_suggestion
Chợ Deal Voucher	market_deal_voucher
Chỉ số thị trường	market_index
Chỉ số thị trường	market_index_config
MastHead ABTest	masthead_abtest
Có thể bạn biết	maybe_you_know
Đặt lịch & Mua gói khám	medical_booking_and_buy_package
Thanh toán viện phí	medical_payment
Thanh toán viện phí	medical_payment_hospital_fee
Xét nghiệm MedOn	medon
Xét nghiệm MedOn	medon_disclaimer
Mega Collection	mega2022user_collection
Mega Game	mega2022user_game
Mega Mission	mega2022user_mission
MEGA WEB 1111	mega21_web_1111
Mega 2021 Web DTC	mega21_web_dtc
Mega 2021 Web DTC VTS 2	mega21_web_dtc_vts2
Mega 2021 Web DTC VTS 1	mega21_web_dtv_vts1
MEGA 2021 TPBANK	mega21_web_tpbank
MEGA 2021 TTT	mega21_web_ttt
Mega 2021 Web VTS	mega21_web_vts
MEGA 2021 VTS	mega21_web_vts2
Mega 2021 Web VTS	mega21_web_vts_sof
Mega 2021 Web Wheel	mega21_web_wheel
	mega_qr_user_ob_01
	mega_qr_user_ob_02
	mega_qr_user_ob_03
	mega_qr_user_ob_04
	mega_qr_user_ob_05
Siêu Hội Hoàn Tiền 2025	megalivestream
Nước sạch Mê Linh	melinh_water
Melody Pop	melody_pop
Thông báo tài khoản	merchant_account_declare
Thêm giao dịch	merchant_add_transaction
OA Claim	merchant_claim_oa
Bán hàng cùng MoMo	merchant_detection
Vay nhanh - Chủ hộ Kinh doanh	merchant_finance_config
Trợ thủ tài chính	merchant_financia_assistant
Merchant Hub - Đối tác MoMo	merchant_hub_merchant_template
MEGA2026	merchant_mega_2026
Nhận thanh toán ví trả sau	merchant_paylater_v2
Tài khoản	merchant_profile
Xu hướng kinh doanh	merchant_revenue_trend
Xu Hướng Kinh Doanh	merchant_revenue_trend_6month
Merchant Reward	merchant_rewards
Tạo đơn hàng 2.0	merchant_solutions_create_order
Đối tác MoMo - Deal config	merchant_solutions_deal_detail
Đối tác kinh doanh	merchant_solutions_kyb
Đối tác kinh doanh - Popup	merchant_solutions_kyb_pop_up
Bán Hàng Online	merchant_solutions_manage_order
Chi tiết đơn hàng	merchant_solutions_order_detail
Đối tác MoMo - Transaction Detail Config	merchant_solutions_tran_detail
Đối tác MoMo	merchant_sound_management
Đối tác MoMo	merchant_sound_return_request
Trung tâm thuế	merchant_tax_center
Đối tác MoMo	merchant_template
Đăng nhập M4B	merchant_template_authorization
Đối tác MoMo - T&C	merchant_template_ec_confirm
Đối tác MoMo - Chi tiết hợp đồng	merchant_template_ec_detail
Đối tác MoMo	merchant_template_fail_transactions
Đối tác MoMo	merchant_template_finhub
Hộ Kinh Doanh	merchant_template_hkd
Đối tác MoMo - cài đặt ví trả sau	merchant_template_pay_layer_setting
Đối tác MoMo - Giao dịch pending	merchant_template_pending_transactions
Đối tác MoMo - cài đặt nhận tiền	merchant_template_setting_receiving_money
Đối tác MoMo	merchant_template_stores
Bệnh viện Quốc tế Minh Anh	minhanh_web_payment
Dò Vé Số	miniapp.8TZb9qBBnwSFqmTap1vw.doveso
Chợ MoMo	miniapp.8TZb9qBBnwSFqmTap1vw.mmmarket
MMTD	miniapp.8TZb9qBBnwSFqmTap1vw.mmtd
MoMo Challenge	miniapp.8TZb9qBBnwSFqmTap1vw.momorun
Cô Hồn Tiền Kiếp	miniapp.8TZb9qBBnwSFqmTap1vw.pokemonhunter
Budweiser X FIFA World Cup	miniapp.8jB2aJlcZQ2poBXcUrr6.budweiserworldcup2022
7-Eleven Membership	miniapp.Ai3xSjNARq4fZdHVZ5nf.7eleven
Golden SpoonS Membership	miniapp.Ai3xSjNARq4fZdHVZ5nf.goldenspoons
Guta Cafe Membership	miniapp.Ai3xSjNARq4fZdHVZ5nf.gutacafe
Thành viên MCARD MM Mega Market	miniapp.Ai3xSjNARq4fZdHVZ5nf.megamarket
The Coffee House Membership	miniapp.Ai3xSjNARq4fZdHVZ5nf.thecoffeehouse
Waka Membership	miniapp.Ai3xSjNARq4fZdHVZ5nf.waka
The Coffee House	miniapp.AuZxqMnFCjLTf8MkiMzV.thecoffeehouse
YouMed	miniapp.CBXUpusUpkfadWKNqVyt.youmed
KFC Viet Nam	miniapp.DpKLL2veAT3U05kBMTIM.kfc
ToCoToCo-OLD	miniapp.H6MfHDCs7n2dRcOsilwN.tocotocotea
ToCoToCo	miniapp.KnyogKVOBu0EimwZIyIh.tocotocotea
ToCoToCo	miniapp.KnyogKVOBu0EimwZIyIh.tocotocotea_disclaimer
bTaskee	miniapp.LIfwmoFpw85nFEpPHpWm.btaskee
bTaskee	miniapp.LIfwmoFpw85nFEpPHpWm.btaskee_disclaimer
Highlands Coffee	miniapp.R18Dwd2LljOg00Wbt2Cm.highlandscoffee
BeautyX	miniapp.TrkMv54nrF1g1UmRGp1i.myspaapp
BookingCare	miniapp.XoYmrpB1EnjJgvb3Yeqb.bookingcare
BookingCare	miniapp.XoYmrpB1EnjJgvb3Yeqb.bookingcare_disclaimer
Passio	miniapp.b8CtopaVkVnPXmr8PsXC.passio
Gà Nướng Ò Ó O	miniapp.eJAJIZZUI6WLpHWNbdMR.ganuongooo
Đặt xe Taxi Emddi	miniapp.fZAhhfavEtVH2GuGkkP5.emddi
Đặt xe Taxi Emddi	miniapp.fZAhhfavEtVH2GuGkkP5.emddi_disclaimer
Starbucks	miniapp.fw3kDtFJDR1pZuoLfw0E.starbucks
Genetica	miniapp.gR3rZrGr89k5NwlhSnOq.genetica
Thuốc nhanh 24/7	miniapp.jnjQs4HxmCWWzYVielF6.medigo
Thuốc nhanh 24/7	miniapp.jnjQs4HxmCWWzYVielF6.medigo_disclaimer
Mini App	miniapp.mas.miniapppage
Mini App Page	miniapp.momo.miniapppage
Jollibee Vietnam	miniapp.my5lEou2y4J26uNfUDfw.jollibee
Waka	miniapp.rZcG3i5rIQXyYyCaXxpm.miniappwaka
IVIE - Bác sĩ ơi	miniapp.u4EvhzLAAQS89tJrBims.isofhcare
IVIE - Bác sĩ ơi	miniapp.u4EvhzLAAQS89tJrBims.isofhcare_disclaimer
Cộng Cà Phê	miniapp.woKr61crdpFBgpPd9nMW.congcaphe
Thổ Địa MoMo	miniapp_delivery
Giới thiệu	miniapp_introduction
Mini App	miniapp_partner
Mini App Permission	miniapp_permissions
Cài đặt ứng dụng	miniapp_settings
Hỗ trợ	miniapp_supports
Toolkit	miniapp_toolkit
Kungfu Bakery	minitemplate.base.kungfubakery
MACL	minitemplate.base.miniappchecklist
Đặt món tại bàn	minitemplate.base.tableordering
Umber	minitemplate.base.umber
VPMILK	miniweb.3dZKruXYROXVkm9ltCOS.vpmilkcare
MoMo Ship	miniweb.4u2zJZ8gPFGQYY6W8Nk3.momoship
MoMo Ship	miniweb.4u2zJZ8gPFGQYY6W8Nk3.momoship_disclaimer
Beauty Box	miniweb.4uCt5bYEPKoknvmZ3QCB.beautybox
Beauty Box	miniweb.4uCt5bYEPKoknvmZ3QCB.beautybox_disclaimer
Pizza 4P's	miniweb.56pRQxDcA31ir2kuiJY3.pizza4ps
Pizza 4P's	miniweb.56pRQxDcA31ir2kuiJY3.pizza4ps_disclaimer
web-tool-kits-test	miniweb.8TZb9qBBnwSFqmTap1vw.webtest
Reebok	miniweb.8Tbx4ihrU4MqED9Ed0EP.reebok
Reebok	miniweb.8Tbx4ihrU4MqED9Ed0EP.reebok_disclaimer
Pizza Hut	miniweb.ACInFy4LbIq5i9J4q0gp.pizzahutapp
Pizza Hut	miniweb.ACInFy4LbIq5i9J4q0gp.pizzahutapp_disclaimer
ELSA MOMO	miniweb.E9Kt7dXL42DTneZsPrWE.elsamomo
Nông Sản Langbiang	miniweb.GtcKEaDky5Y9xEHPb9dy.nongsanlangbiang
Domino's Pizza	miniweb.H1o1BZGrNdfTcI3ONRs7.dominos
Domino's Pizza	miniweb.H1o1BZGrNdfTcI3ONRs7.dominos_disclaimer
Đồ Tiện Ích	miniweb.H5Vdh3MNXQMeEWnbqQzm.dotienich
Coolmate	miniweb.Mfg7yeFCJEwjLtePBrvf.coolmate
Coolmate	miniweb.Mfg7yeFCJEwjLtePBrvf.coolmate_disclaimer
Vascara	miniweb.QtRlGzn14nUfOE8nAJaz.vascara
Vascara	miniweb.QtRlGzn14nUfOE8nAJaz.vascara_disclaimer
Nhà ăn MoMo	miniweb.Sfeaq1wUa4ant6CHFuLy.miniappcanteen
BeautyX	miniweb.TrkMv54nrF1g1UmRGp1i.myspastoretest
BeautyX	miniweb.TrkMv54nrF1g1UmRGp1i.myspastoretest_disclaimer
The Face Shop	miniweb.XnQPfPe2xB7bxUjNI2pS.thefaceshop
The Face Shop	miniweb.XnQPfPe2xB7bxUjNI2pS.thefaceshop_disclaimer
AhaMart	miniweb.ahamove.shopping
MACL Web	miniweb.base.miniappchecklistweb
Con Cưng	miniweb.c40eTmQlqFVE3Y8M6Xl9.concung
O2O	miniweb.c53kEQqQdVcgQFFa1rPv.o2o
Giao Bia Nhanh	miniweb.d1vmtoyjIgTBcmtQlh87.giaobianhanh
Giao Bia Nhanh	miniweb.d1vmtoyjIgTBcmtQlh87.giaobianhanh_disclaimer
JupViec	miniweb.hVvseM7z9AqSVfqUl8p9.jupviec
Đặt hoa & quà 247	miniweb.iMavQpzyzV0FjOjeGFLI.xinhtuoionline
Đặt hoa & quà 247	miniweb.iMavQpzyzV0FjOjeGFLI.xinhtuoionline_disclaimer
GoFood by Gojek	miniweb.kp19MqYNJ4jS8BZYYdOP.gofood
Đặt xe Mai Linh	miniweb.mailinh.taxi
Đặt xe Mai Linh	miniweb.mailinh.taxi_disclaimer
Tiền rác	miniweb.sX1Lah7MA79X0NInCkdO.tienrac
Tiền rác	miniweb.sX1Lah7MA79X0NInCkdO.tienrac_disclaimer
ACFC	miniweb.wIzZr8v1QEizAbAEEdFT.acfctest
ACFC	miniweb.wIzZr8v1QEizAbAEEdFT.acfctest_disclaimer
MOTHERCARE	miniweb.wIzZr8v1QEizAbAEEdFT.mothercaretest
Foodmap	miniweb.zOznQiae37xza5BebM41.foodmap
Foodmap	miniweb.zOznQiae37xza5BebM41.foodmap_disclaimer
Mirae Asset	mirae_asset
Thử thách Dành cho bạn	mission_game_screen_widget
Reward Missions	missions_momo_rewards
Thử thách Dành cho bạn	misssion_p2p_screen
Birthday Hunter	mm1315
Hồ Cá Bạc Tỷ	mmlx23
MMMarket Transaction Detail	mmmarket_mmtd
Giấy chứng nhận Gen C	mmts_cashless_cert
Mobiphone Trả sau	mobifone_postpaid
ABTesting UI Topup	mobile_abtesting_ui
Loa phường telco	mobile_promotion_message
Mua mã thẻ	mobilebuycard
Mua mã thẻ data	mobilebuycard3g
Mã thẻ Google Play	mobilebuycardservice
Nạp tiền điện thoại	mobilecenter
Data 4G/5G	mobilecenter3g
Gói cước Combo	mobilecombo
Cross Sale Data for Topup	mobilecrosssaletopup
Gia hạn gói cước	mobilerenew
Nạp tiền điện thoại	mobiletopup
Nạp data	mobiletopupdata
MobiFone trả sau	mobitrasau
Cấp thoát nước Mỏ Cày	mocay_water
Quét AR	momo_ar
Bingo	momo_bingo
Nhận tiền VA	momo_disburse
Grab	momo_grab
MoMo Life	momo_life
momo_life_dux_config	momo_life_dux_config
momo_life_dux_skeleton	momo_life_dux_skeleton
MoMo Life	momo_life_guest
MoMo Life	momo_life_network_config
MoTym	momo_life_tym
Điểm thanh toán MoMo	momo_merchant
Điểm MoMo	momo_passport
Gợi ý dịch vụ điểm tin cậy	momo_passport_accessible_services
Mẹo Tăng Điểm Tin Cậy MoMo	momo_passport_all_identification
Điểm Tin Cậy MoMo Configs	momo_passport_config
Lịch sử điểm tin cậy	momo_passport_history
Điểm Tin Cậy Network Config	momo_passport_network_config
MoMo Tiên Tri	momo_predict
Reward Random Box FIS	momo_reward_fis
Reward Random Box P2P	momo_reward_p2p
Loa thông báo chuyển khoản	momo_sound_order_merchant_template
Đăng nhập bằng ví MoMo	momo_sso_login
MoMo Story	momo_story
Test App	momo_test_app
Điểm Tin Cậy MoMo	momo_trust_score_badge_collection
Nhận tiền với nhận tiền tự động	momocashin_p2p_gp_type
Nhận tiền với nhận tiền tự động pending	momocashin_p2p_pend_gp_type
Bản Đồ MoMo	momomap
Quyên góp	money_donation
Moni Assistant Widget	moni_assistant_widget
Moni Floating	moni_floating
Trợ thủ AI - Moni	moni_lookback
Moni Widget	moni_widget
Monix	moni_x
Môi trường Đô Thị Hà Nội (URENCO)	mtdt_hanoi
Tiền vệ sinh môi trường Huế	mtdt_hue
Môi trường đô thị Xuân Mai	mtdt_xuanmai_water
Quản lý hợp đồng bảo hiểm	my_insurance_policy
Quản lý hợp đồng bảo hiểm config	my_insurance_policy_config
Chung cư  Mỹ Khang	my_khang_apartment
Mini App	my_miniapp
Ví tiện ích	my_pocket
My Policy	my_policy
QR nhận tiền	my_qrcode
Truyền hình MyTV	my_tv
Quà của tôi	my_voucher
Quà của tôi	my_vouchers
Quà của tôi	my_vouchers_home
MYB Ancillary	myb_ancillary
Quản lý đặt chỗ	myb_changeflight
Ví tiện ích	mypocket_home_momo
Dịch vụ liên kết BE 18	mywallet_linked_BE_18
Dịch vụ liên kết BE 31	mywallet_linked_BE_31
Dịch vụ liên kết Apple	mywallet_linked_apple
linked service apple new	mywallet_linked_apple_new
Dịch vụ liên kết Apple Service	mywallet_linked_apple_service
Dịch vụ liên kết EA Swiss	mywallet_linked_easwiss
Dịch vụ liên kết Fim+	mywallet_linked_fimplus
Dịch vụ liên kết FPT	mywallet_linked_fpt
mywallet_linked_google	mywallet_linked_google
Dịch vụ liên kết ICANKid	mywallet_linked_icankid
Dịch vụ liên kết Lazada	mywallet_linked_lazada
Token config Nord VPN	mywallet_linked_nordvpn
Dịch vụ liên kết Sendo	mywallet_linked_sendo
Dịch vụ liên kết Tiki	mywallet_linked_tiki
Dich vụ liên kết Vinasun	mywallet_linked_vinasun
Linked VTVcab ON	mywallet_linked_vtv_cab_on
N2MM Content Config	n2mm_content_config
Nước Nam Định	namdinh_water
Thanh toán phí logistics	napas_billing_seaport
Rút tiền về ngân hàng	napas_cashout
Liên kết ngân hàng	napas_configuration
Liên kết ngân hàng	napas_input_native
ACT KV Phú Mỹ Hưng	napas_sstadsl_paybill
ADSL STC - SPT	napas_stc_paybill
Thanh toán mã vé tàu	napas_vnr_paybill
Thanh toán mã vé tàu	napas_vnr_paybill_new
Địa ngục kim tranh	ne715_game
New authentication config	new_authen_general_config
Cộng đồng - Đố tác MoMo	new_feeds_merchant_template
Đơn đăng ký thông tin	new_lead_form
Thử thách chào bạn mới	new_user_challenge
New user config	new_user_config
MoMo Story	new_user_story
Tạo bài viết	news_feed_create_post
News Feed Debugger	news_feed_debugger
Bản tin Quỹ	news_feed_fund
Feed Quỹ Widget	news_feed_fund_widget
Cộng đồng MoMo	news_feed_lacxi
Bảng tin MoMo	news_feed_public
Cộng đồng	news_feed_tabbar
Bộ sưu tập huy hiệu	newsfeed_badge_collection
Thông tin huy hiệu	newsfeed_badge_detail
Chi tiết bình luận	newsfeed_comment_detail
Tiện ích bàn luận	newsfeed_discussion_widget
News Feed Followed Page	newsfeed_followed_page
Chi tiết nhóm	newsfeed_group_detail
Thông tin nhóm	newsfeed_group_info
Nhóm	newsfeed_group_widget
Tiện ích bài đăng nổi bật	newsfeed_highlight_widget
Bảng tin	newsfeed_horizontal_widget
Chi tiết hình ảnh	newsfeed_image_detail
Bảng xếp hạng	newsfeed_leaderboard
Danh sách fanpage	newsfeed_list_page
News Feed Page Detail	newsfeed_page_detail
Danh sách bài viết chờ duyệt	newsfeed_pending_posts
Chi tiết bài viết	newsfeed_post
Cài đặt hiển thị	newsfeed_privacy
Bộ sưu tập huy hiệu	newsfeed_profile_badge_collection
Tiện ích bài đăng đánh giá	newsfeed_review_widget
Nội dung đang quan tâm	newsfeed_tag_detail
Trả Góp Sản Phẩm Apple	newton_cart
Newton config	newton_config
newuser widget	newuser_widget
nfc_compliance	nfc_compliance
Nước Nghệ An	nghean_water
Cấp nước Ngọc Hải	ngochai_water
Nước sạch Ngọc Tuấn - NAGAOKA	ngoctuan_water
Báo Nhân Dân điện tử	nhandan_newspaper
Bệnh viện Nhi Đồng 1	nhidong1_web_payment
Nước Nhơn Trạch	nhontrach_water
Nước Ninh Hòa	ninhhoa_water
Báo Người Lao Động	nld_services
Nước Nông Thôn	nong_thon_water
Nước Nông Thôn Bến Tre	nongthon_bentre_water
Mở noti device setting	noti_device_setting
Thông báo	notification
Cài đặt thông báo - Đối tác MoMo	notification_setting_merchanttemplate
Trả bù mã thẻ	notirefund
Công ty Nước sạch số 2 Hà Nội	nshn2
Nước sạch số 3 Hà Nội (Hoàn Kiếm)	nshn3
Nước sạch Quảng Nam	nsquangnam_water
Nước sạch Nông thôn An Giang	ntangiang_water
Number Hunter	number_hunter
Nước Bến Thành	nuocbenthanh
Nước Chợ Lớn	nuoccholon
Nước Đà Nẵng	nuocdanang
Nước Nhà Bè	nuocnb
Nước Ngầm Sài Gòn	nuocngamsaigon_water
Oa Album	oa_album
OA Brand	oa_brand
MoMo Trang Doanh nghiệp	oa_claim
Bộ sưu tập	oa_colleciton_detail
Bộ sưu tập	oa_collection
Danh sách Cửa hàng	oa_collections
Deal Detail OA	oa_deal_detail
Măm-rathon	oa_game_eg
Thổ địa MoMo	oa_home_filter
OA LIST ICON	oa_list_icon
New OA	oa_listing
Thổ Địa Ăn Uống	oa_local_discovery
OA Listing Category	oa_local_discovery_category
OA Local Discovery Search	oa_local_discovery_search
Location Onboard	oa_location_change
MoMo Ký Sự	oa_momo_ers
OnBoarding	oa_onboarding
Bạn có đơn hàng	oa_order_history
Quản lý Trang Doanh Nghiệp	oa_portal
MoMo Trang Doanh nghiệp	oa_portal_store_detail
OA Profile	oa_profile
BP Share Configuation	oa_qrcode_share
OA Rating	oa_rating
OA Reaction Icon	oa_reaction_icon
Đặt lại đơn	oa_renew_order
Báo cáo nhanh	oa_report
Requested Home OA	oa_requested_home_oa
Review Thổ Địa	oa_review
Review Detail	oa_review_detail
OA Review Icon	oa_review_icon
Tin nhắn dịch vụ	oa_room_list
Save OA Coolection	oa_save_collection
OA Search	oa_search
Business Page	oa_stores_brand
Story Detail	oa_stories
oa tab home	oa_tab_home
Chi tiết đặt bàn	oa_tablebooking_details
Lịch sử đặt bàn	oa_tablebooking_history
Ưu đãi xịn	oa_topdeal
Thổ Địa Mua Bán	oa_trading
Chi Tiết Mua Bán	oa_trading_sale_detail
Upload Video	oa_video
Video Detail	oa_video_detail
MoMo Trang Doanh nghiệp	oa_welcome
Business Page	oa_wetreo_info
Widget OA	oa_widgets
Trang Doanh Nghiệp	oaportal_bp_overview
Oa create promotion	oaportal_create_promotion
Promotion management	oaportal_promotion_management
Đăng ký	oaportal_sign_up
Story management	oaportal_story_management
Dịch vụ phí ĐH Bách Khoa - OCB	ocbbachkhoa
MoMo Business Page	official_account
Ngày Sách 2024	official_account_ngaysach_2024
Official Account Tab	official_account_tab
Săn thưởng	offline_hub
QR nhận tiền	offline_receivemoney
Nước Trà Nóc Ô Môn	omon_water
Xác thực	onboard_ekyc
Thanh toán ở nước ngoài	onboarding_alipay
Onboarding authen revamp	onboarding_authen_revamp
Survey Gifts Result	onboarding_gift_result
Floating Button Desc	onboarding_guide
Onboarding New User	onboarding_top_service
Học Phí One Edu	onedu_school_fee
Học Phí OneEdu	oneedu_school_fee
MoMo khảo sát	online_panel
MoMo khảo sát	online_panel_journey
MoMo khảo sát	online_panel_quick_activision
MoMo khảo sát	onlinepanel_entry
Enviet Service	ota_airline_ev
Mua vé Vietnam Airlines	ota_airline_vna
Thông tin đặt vé	ota_bus_booking_info
Distribusion	ota_bus_distribusion
[Website] Distribusion	ota_bus_distribusion_web
Phương Trang	ota_bus_futa
[Website] Phương Trang	ota_bus_futa_web
Sơ đồ ghế	ota_bus_seat_map
Vé xe rẻ	ota_bus_vexere
[Website] Vé xe rẻ	ota_bus_vexere_web
Bus Widget	ota_bus_widget
Cornerstone	ota_cornerstone
Điểm đến nổi bật	ota_destination_detail
Điểm đến cho bạn	ota_destination_list
OTA Feed	ota_feed
Widget Flight Card	ota_flight_card_widget
Quản lý hoạt động	ota_flight_cart
Widget Flight Listing Loaded	ota_flight_listing_loaded_widget
Widget Listing Flight	ota_flight_widget
Chi Tiết Quản Lý Hành Khách	ota_passbook
Ưu đãi Du lịch - đi lại	ota_promotion
Hoàn tiền Refund Okay	ota_refund_okay_futa
Vé tàu hỏa	ota_train
Chọn chỗ tàu hỏa	ota_train_seat
Booking Train VNR TranHis Widget	ota_train_vnr
Train Widget	ota_train_widget
Tạo AI QRCode	p2m_create_ai_qrcode
Quản lý cửa hàng	p2m_merchant_profile
P2m Notification Sound Screen	p2m_notification_sound
Quản lý đơn hàng	p2m_order_management
P2m Popup KYC	p2m_popup_kyc
P2m Product Detail	p2m_product_detail
P2m Products	p2m_products
P2m Receive Transaction Screen	p2m_receive_transaction_screen
Quản lý cửa hàng	p2m_statistic_revenue
Cập nhật AI QRCode	p2m_update_ai_qrcode
MoMo Pha Chế	p2p
Biên nhận giao dịch	p2p_confirm_transaction
Danh bạ	p2p_contact_game
P2P Cornerstone	p2p_cornerstone
Leaderboard link lì xì p2p	p2p_lucky_money_link_leaderboard
Giật Cô Hồn	p2p_lucky_money_link_list
Tặng quà	p2p_send_gift
Danh bạ yêu cầu chia tiền	p2p_split_money_contact
Tạo yêu cầu chia tiền	p2p_split_money_creation
Chi tiết chia tiền	p2p_split_money_detail
Chi tiết QR chia tiền	p2p_split_money_qr_code_detail
